	G000974425	G000701505	G000374085	G000325705	G900129725	G000265075	G000166395	G900111145	G900107465	G000379725	G001314815	G000379765	G900116885	G001890965	G000472485	G001747095	G000346615	G001593005	G000023125	G000298295	G000295935	G900113045	G000390185	G900116615	G000348925	G000373245	G000812565	G001567185	G001683905	G000715495	G001078055	G000423565	G900115665	G900112005	G000373265	G000296815	G000473765	G900142205	G000482465	G001611675	G000331535	G000222485	G000566685	G000427405	G000429425	G000973725	G000737515	G000169175	G000807855	G001442615	G900112365	G900103285	G900100765	G900156415	G000381545	G000383955	G000382225	G000265505	G000429405	G900112255	G000265405	G000429445	G001267955	G001281695	G001483135	G000430505	G001306455	G001050135	G000277005	G001657315	G000429465	G000166275	G000426725	G000014145	G000714815	G001747105	G001592935	G000374025	G001647285	G000024525	G900129785	G000374065	G000801315	G000422585	G000428845	G000330725	G000263195	G001592965	G000427295	G001898575	G001870735	G001592945	G000972495	G000473365	G000331105	G000183425
G900129785	137.33131	80.57078	143.369	30.589943	98.765144	76.90326	35.282265	75.53674	26.666807	96.39604	14.458596	40.116436	127.041046	65.50573	142.28015	44.238663	80.281105	50.267147	117.20885	10.661577	6.948722	77.942345	47.13956	10.571235	133.16132	35.50518	57.9411	90.74424	45.938896	159.27927	101.23633	71.596535	50.061047	15.54802	124.70112	159.72916	26.710617	64.08983	99.64153	126.85301	46.90059	21.34725	45.91359	97.082184	19.280779	125.75664	163.18822	109.099335	90.044945	12.105316	129.17914	139.2022	141.7911	119.18334	26.552385	171.54298	175.24394	132.12227	12.290064	138.24176	14.650626	53.582306	52.445145	101.572296	181.34398	125.99284	35.708458	19.414791	118.50293	53.176273	21.851904	3.5386827	50.126602	108.93575	36.517372	47.624294	40.98404	136.98604	87.88932	144.8681	0.0	142.67903	137.26091	123.29676	73.02694	49.926178	87.29431	67.741936	18.983177	134.63513	152.7802	51.142918	137.47742	116.34095	170.96837	39.228806
G000374065	4.6861215	49.997314	0.4011817	85.08949	50.139248	76.75425	103.90335	75.16068	156.46887	111.21805	137.4755	160.5792	68.99708	98.70132	80.988464	90.33189	78.36856	92.833244	38.95255	124.754776	143.86201	148.59169	61.36838	114.88582	96.78086	102.73802	151.40794	43.347527	69.17024	78.10755	65.04769	80.76693	90.76577	119.62073	75.48374	9.16942	157.3703	95.73209	59.477127	68.796646	66.73857	124.2765	50.688007	97.916435	161.47191	86.91918	94.24099	100.8808	181.43091	96.443596	8.291646	44.578854	30.521158	61.91575	156.71071	13.53659	95.56741	241.79858	137.93178	84.64158	159.84804	96.957214	94.722916	198.39397	80.42334	87.69681	78.065956	119.68411	62.219936	65.66562	147.47533	140.0805	135.93143	94.56072	113.09361	87.03486	89.32328	7.582869	64.19305	3.2537022	142.67903	0.0	64.97415	143.77592	48.31926	112.51509	130.09753	108.58248	110.39005	7.8647475	14.592392	93.11011	50.90303	99.46131	22.699371	148.53036
G000801315	69.8729	70.50713	67.97523	86.18335	70.54375	61.449123	100.11968	90.91709	158.71588	136.07939	135.869	151.59738	35.19971	111.64209	33.741932	108.44622	54.771774	106.87311	66.255615	114.68568	129.90533	136.59447	81.531044	111.53584	34.19994	90.96339	157.14432	77.25801	72.42379	19.578104	34.60187	103.56725	106.834366	117.17435	43.27133	73.01654	159.42783	118.77594	103.11029	35.079838	71.872	119.224785	68.57488	126.98041	151.49861	58.628994	15.927011	112.806076	182.942	96.84636	75.92523	77.35448	54.214546	47.601288	158.88577	72.51392	24.942684	229.40619	134.8252	115.189606	149.06479	109.74496	108.96446	185.75572	35.823486	90.92964	93.78318	114.71701	48.01463	77.220764	141.42249	131.49023	128.69574	117.16026	105.08178	109.11282	102.85257	81.51539	48.8943	68.925896	137.26091	64.97415	0.0	141.92867	74.62566	126.15337	150.14067	115.67495	108.35277	82.02582	65.184	106.83955	17.170792	102.8258	64.854195	141.26497
G000422585	138.70686	118.44701	143.87993	111.78758	118.747086	108.87083	113.975174	98.194466	128.32501	129.69064	119.85474	128.51599	134.43703	75.69786	144.84244	123.99889	121.55228	97.98864	129.48373	102.75034	110.37943	56.251575	103.37436	117.51247	155.57408	132.0492	124.604164	100.72442	84.68134	141.87923	130.69409	49.505848	117.98888	120.29264	142.65317	160.08022	128.87573	124.41972	63.024014	134.28581	107.542076	96.73737	106.45606	73.32597	141.93568	142.34712	158.4172	71.64457	152.78978	113.978966	134.99756	159.97754	137.10036	137.50978	128.34572	147.21411	160.85976	130.08112	121.53394	56.388058	106.63485	134.56607	96.72321	105.318726	141.09894	81.04556	101.29145	97.69419	136.65076	137.70918	136.1287	115.49677	130.56744	134.70409	120.93872	106.03367	97.38868	142.80801	104.4941	142.86757	123.29676	143.77592	141.92867	0.0	108.517105	122.43343	95.222984	128.66823	96.359024	141.56099	155.47783	95.24958	125.723526	129.92459	149.33363	121.04794
G000428845	39.345913	10.357563	48.190815	41.60064	34.82433	50.72295	65.050354	56.67663	79.58799	66.702484	69.587456	94.199425	69.52075	71.01466	85.48265	57.868862	57.49411	60.370335	20.031399	64.462	74.1824	110.18999	37.78235	53.714134	94.798386	60.208103	98.00484	31.953356	34.314266	91.01023	69.970764	61.32366	45.074814	59.54635	83.544785	53.91233	80.2226	73.77352	54.92739	69.35504	36.153152	68.429306	33.02667	86.17655	86.9256	86.045204	102.40538	90.86909	131.45445	42.24054	36.99441	54.545235	52.21367	63.03104	79.71689	70.29737	110.43243	179.9508	70.13938	73.97062	84.94502	52.05128	62.356686	144.97354	97.41044	92.10175	43.087505	65.024635	63.01658	37.20798	79.33194	71.9624	77.46639	57.332607	70.244415	56.012886	53.68129	43.682503	60.064133	44.673748	73.02694	48.31926	74.62566	108.517105	0.0	62.511894	94.77273	83.67822	57.223557	41.9877	44.28357	60.73711	67.796844	86.13466	69.935974	85.785515
G000330725	107.68193	67.22725	113.519104	24.227135	52.668907	71.86846	85.61591	109.016235	21.947903	159.00761	26.194763	118.28172	122.19414	114.05664	135.98267	73.91945	111.54816	104.869156	75.859436	40.239754	46.192604	135.61255	18.97429	42.331417	123.776085	53.873283	146.30186	99.33246	79.625725	137.3468	99.20058	71.0668	105.11924	57.745323	109.35626	120.76674	22.382149	69.528305	79.31561	121.88421	75.391716	82.95069	66.38042	132.61766	24.598043	144.62346	146.26779	140.48445	200.13664	37.087494	104.402466	89.5674	98.14972	111.346756	22.180641	128.24101	159.4972	234.83946	28.736906	130.82086	80.1821	16.78648	108.59787	199.67445	150.87895	90.58331	66.8986	81.23039	111.31532	54.51856	28.859053	63.212097	138.34427	160.57953	96.65965	91.92284	86.05948	105.97317	108.1932	115.22957	49.926178	112.51509	126.15337	122.43343	62.511894	0.0	158.14511	125.96822	76.61702	108.02925	118.55757	105.81736	113.815796	186.14453	127.044235	132.16545
G000263195	123.095474	107.292114	129.68356	116.75599	133.78305	129.2819	80.372154	56.86795	137.87941	43.112637	115.8142	63.140697	146.02466	29.84566	163.77805	85.13483	110.82957	37.02676	130.2731	92.235535	93.208046	49.033337	124.21599	92.62476	189.8577	122.979454	28.883121	62.755	53.335903	149.06084	145.84807	50.96737	52.5955	82.45738	163.9241	149.43546	138.22633	113.20186	65.71861	145.97418	74.95642	47.247185	77.14151	25.804796	151.24352	138.6426	165.8025	54.30632	35.29696	93.88986	113.43289	177.02048	151.47398	146.21404	137.62648	145.38144	164.10635	48.33523	113.3895	60.36851	53.722343	160.7586	34.924778	32.07941	156.80911	125.887505	65.52543	49.32079	144.9347	127.03325	141.94104	71.95575	47.895126	59.946346	80.57072	51.408054	45.95881	129.54048	98.98504	126.88348	87.29431	130.09753	150.14067	95.222984	94.77273	158.14511	0.0	71.11056	49.35452	122.6376	146.14055	35.319515	129.72336	58.48339	150.92973	31.162996
G001592965	97.19759	80.82575	107.83855	80.21291	107.65016	74.63977	27.591972	13.180557	138.15788	84.82965	84.55889	110.65432	82.61125	46.000122	94.63652	15.128224	65.35836	12.326004	115.94179	80.544365	76.574615	71.480995	89.6151	49.274628	132.01991	73.93299	45.514065	75.98735	50.72565	140.55933	79.44859	68.527855	65.49704	36.284107	89.85224	122.16884	138.83577	47.080017	85.72124	82.5133	41.300766	61.742226	50.541504	69.3434	112.77702	57.464756	142.62312	71.621666	69.44493	56.474915	90.85511	143.02579	121.30998	75.273766	138.1981	130.17654	149.96713	152.64632	79.35771	114.8999	59.318375	103.62825	13.5678425	101.676506	133.13057	93.2549	33.944317	52.124725	74.08116	74.33191	87.91947	51.309402	56.60699	96.22335	69.07199	10.871144	13.05367	101.85851	36.76142	100.174255	67.741936	108.58248	115.67495	128.66823	83.67822	125.96822	71.11056	0.0	50.684486	95.06306	124.00448	13.680135	107.08159	90.08948	131.24585	51.29142
G000427295	105.57385	69.14912	111.31466	34.63555	89.94391	67.522064	29.322199	46.287888	52.282104	54.25021	45.539894	24.07129	98.33718	32.758915	112.093834	41.580585	53.788906	27.794153	100.58565	16.886328	21.41837	52.001347	51.646072	28.816275	115.155075	37.990234	34.429626	56.233223	19.440025	128.34431	78.70182	51.86336	29.639174	30.314766	104.41866	130.82465	52.422256	68.610016	72.99237	98.21794	28.025883	3.6717563	28.044874	55.218468	57.911747	93.34375	136.16315	62.936325	54.31604	23.509956	99.45591	129.44595	121.79273	95.65485	52.101814	138.48965	144.89023	95.15519	42.891808	91.81426	22.395374	81.179344	28.491121	62.849533	147.18477	105.42298	29.863756	1.1883166	94.92377	49.537216	58.548374	15.812374	24.889116	61.83641	19.418636	33.42254	25.30213	109.98256	60.03735	111.609566	18.983177	110.39005	108.35277	96.359024	57.223557	76.61702	49.35452	50.684486	0.0	105.835434	120.384346	27.467194	108.54824	58.03046	140.32167	20.16202
G001898575	2.7715938	43.446705	6.564852	83.50792	49.850334	73.68937	99.86434	64.19997	153.0446	102.673775	127.01125	161.14381	75.61931	90.83529	90.54055	76.10274	82.29523	81.444954	37.180645	124.13777	139.4227	146.21149	61.45156	103.72301	109.24715	98.396355	141.97464	41.920876	65.22167	95.57765	79.0493	75.24646	87.64366	105.41168	83.93307	12.595022	153.92134	82.07376	55.339794	75.43654	62.42756	122.40184	46.363743	89.57123	155.03241	87.307945	111.40473	97.78753	173.34132	89.57095	3.861241	52.91737	36.671158	63.460083	153.2908	21.843996	112.918045	240.14337	127.33923	81.92322	150.18498	89.64905	83.35041	193.96077	91.43309	85.522385	72.65806	115.34245	63.52719	64.98147	135.53377	130.49535	129.40724	91.34378	111.201294	72.086395	77.853325	0.789175	68.13564	4.3818684	134.63513	7.8647475	82.02582	141.56099	41.9877	108.02925	122.6376	95.06306	105.835434	0.0	22.263569	82.091576	63.29256	103.86573	28.60016	140.00812
G001870735	16.079552	44.94979	14.678041	90.34115	49.91802	77.872406	110.067024	91.03342	161.73582	108.7313	143.33821	166.20276	67.26532	116.7212	76.56769	102.72053	75.73368	108.7566	32.59203	131.63101	148.69872	163.44913	68.53987	121.65477	92.53387	108.134026	161.5217	51.09134	72.5678	80.76939	69.90285	98.82117	88.053185	128.85579	77.77998	13.1760235	162.83961	109.93288	81.31003	67.10567	69.1173	131.65721	60.159515	117.31738	166.1025	89.59383	90.35759	117.84897	189.69592	101.28564	20.423714	28.32678	30.887676	59.440205	162.05952	25.953823	95.34041	249.12097	144.16576	101.74457	167.34981	95.51622	110.737236	207.42923	84.636925	102.99053	83.347725	129.52574	59.991493	62.86674	152.6282	149.67073	134.76167	85.12381	115.99493	100.843735	105.205795	22.068466	70.003716	13.690557	152.7802	14.592392	65.184	155.47783	44.28357	118.55757	146.14055	124.00448	120.384346	22.263569	0.0	108.95757	58.34415	101.93624	29.92962	156.66777
G001592945	83.23101	66.06014	92.803185	64.37955	92.120605	72.407394	32.696995	9.646824	103.8593	56.79037	71.461205	69.96559	87.83999	25.477045	103.26374	23.33915	61.57133	0.34730762	93.88573	57.737045	58.75918	54.761414	74.61133	44.444813	130.18916	70.52329	28.823196	46.630924	32.78574	122.59002	80.47417	43.369286	42.37189	35.54447	99.95329	109.936935	104.3875	58.802643	54.91055	87.74697	36.45136	34.76739	40.346653	40.330772	97.625374	74.75839	132.82823	51.749737	50.4473	47.572968	76.864426	131.77782	109.24707	84.85073	103.797516	113.133354	136.649	108.957794	68.11052	73.83334	40.60218	98.641426	0.13217553	70.75885	122.068596	86.7563	24.281744	29.234495	83.70839	70.99953	84.88751	38.11704	41.644436	67.50909	55.09002	9.404731	2.6583536	87.93673	41.486774	87.55959	51.142918	93.11011	106.83955	95.24958	60.73711	105.81736	35.319515	13.680135	27.467194	82.091576	108.95757	0.0	96.14585	63.15655	117.0608	29.308102
G000972495	51.937912	66.263084	53.341896	87.40933	52.326027	63.685963	102.1316	77.97186	156.06778	129.88268	130.83751	158.98071	47.95644	99.13075	50.362267	97.555786	74.5921	95.94296	50.22104	119.74004	134.61723	127.15196	76.812004	110.16436	68.4186	95.97719	147.28362	69.47971	73.34548	9.334931	48.33148	79.7237	110.901	112.398506	50.395454	54.958603	156.9462	102.54587	72.337074	47.773144	75.55151	119.014656	66.30781	105.06455	152.82695	71.57633	19.43436	98.81773	174.96973	99.3705	56.12195	71.11611	34.412	54.423553	156.30818	46.725372	20.735033	220.61842	130.39839	87.082	142.78346	101.15156	97.79192	180.41922	19.45092	69.59779	90.401184	115.016304	54.614105	86.61551	138.93495	130.66159	133.45589	119.14645	115.28947	94.08876	92.074974	63.44211	53.844364	51.199425	137.47742	50.90303	17.170792	125.723526	67.796844	113.815796	129.72336	107.08159	108.54824	63.29256	58.34415	96.14585	0.0	108.31475	36.79758	138.05096
G000473365	99.30885	97.30172	100.82786	110.69018	133.14592	101.18095	76.97888	69.61699	173.85828	48.31012	153.25613	68.56236	96.97303	56.731182	108.07045	110.36643	56.889427	65.20379	118.15298	106.30079	119.77774	80.71843	117.72168	114.13969	132.5265	106.34657	75.34337	54.508865	41.45185	126.60396	99.85254	94.776886	48.310432	112.02258	124.87741	118.7918	174.37207	143.85826	103.8468	97.004944	61.53277	58.423935	57.5043	65.585724	178.98643	90.86109	134.68645	68.51453	68.251114	100.3701	95.92648	142.33943	126.9191	104.756134	173.6707	127.10846	138.65202	104.06945	150.07852	89.85289	106.57593	170.41394	63.60253	74.72156	132.68388	144.83925	84.161026	59.805325	104.148445	104.97871	176.37782	100.57438	46.859722	40.304775	57.791443	78.900024	76.20803	109.41541	69.49862	99.34839	116.34095	99.46131	102.8258	129.92459	86.13466	186.14453	58.48339	90.08948	58.03046	103.86573	101.93624	63.15655	108.31475	0.0	133.5038	58.046684
G000331105	22.252438	66.322174	22.810394	110.29939	50.145355	90.276276	131.15271	95.97698	181.50671	137.93848	158.97133	197.46994	79.71515	120.07369	87.55895	112.60449	109.419365	116.58429	40.68623	154.21637	171.71227	166.97162	84.18444	139.06891	109.54144	127.92001	174.75919	70.48248	94.3902	56.064167	80.76719	92.94209	127.596054	141.90906	84.18668	16.746841	182.58041	110.36605	69.72287	79.49239	94.45458	154.10388	79.74642	116.19344	186.482	105.5696	72.01789	117.19958	205.28503	124.8782	26.2967	50.592453	18.981255	72.55743	181.84683	12.253029	70.38409	261.7689	159.85971	93.155846	180.98338	109.01271	118.54075	219.38998	56.89222	87.511055	105.903336	149.23434	72.88348	95.1263	167.25708	166.54485	166.42972	125.25394	145.64009	108.31261	112.79576	27.13419	83.08813	19.728533	170.96837	22.699371	64.854195	149.33363	69.935974	127.044235	150.92973	131.24585	140.32167	28.60016	29.92962	117.0608	36.79758	133.5038	0.0	176.80489
G000183425	141.03322	97.10778	148.81142	80.70201	132.40356	100.585266	41.559837	57.71023	98.83224	45.444878	73.038864	30.979687	129.155	43.01572	145.59975	58.60784	78.32237	29.66757	135.57785	52.357952	47.92251	54.91978	103.11443	47.46926	160.62381	73.0753	17.21173	78.28992	36.4853	158.11667	123.85945	76.693634	33.687527	40.399715	142.23595	167.10452	98.94842	92.50303	105.5538	129.10388	48.741646	19.715782	55.269665	62.089203	97.6011	116.78397	163.95316	82.4751	24.115746	49.238464	130.803	172.65894	159.38705	126.401985	98.5327	176.89232	169.93117	64.22713	68.86488	112.0858	20.936365	125.622734	29.232452	43.00423	174.5291	145.5051	47.146275	19.55254	125.38408	89.55236	90.7828	26.811665	15.069298	61.032974	36.013947	38.183273	33.191505	146.74377	84.14449	146.17728	39.228806	148.53036	141.26497	121.04794	85.785515	132.16545	31.162996	51.29142	20.16202	140.00812	156.66777	29.308102	138.05096	58.046684	176.80489	0.0
