	G001007025	G000091085	G001796065	G000583875	G001796105	G000237205	G001897225	G000454725	G000204135	G001007145	G000011565	G000092785	G001007105	G000204175	G001796285	G001625535	G000470765	G000471025	G001625515	G001796175	G001007065	G001007125	G001714585	G000700845	G001401475	G000700905	G001736045	G000270425	G000687415	G000516655	G001736055	G001466415	G000508025	G000007605	G000508005	G000270405	G000191925	G000493885	G000756735	G000700865	G000700925	G001401455	G000024145	G000298495	G000270445	G001618265	G000009945	G000508065	G001794895	G000830965	G000750955	G001794905	G000298455	G000298515	G001794865	G001794935	G000068585	G000317995	G001401485	G001545115	G000253035	G001499655	G000298555	G000298415	G000298435	G000829755	G001563055	G000011165	G000338695	G001796275	G000211155	G000415685	G000415565	G001714565	G001007085	G000007205	G000174995	G001796185	G001796255	G000008725	G002007725	G000417695	G001714575	G000298375	G000751535	G001796095	G000470805	G000687395	G000813665	G001464115	G000270385	G000470825	G001796235	G000008745	G000417845
G002007725	32.44684	32.372257	397.8797	3.0714967	395.40222	128.15149	49.00824	6.9154873	46.914753	32.44617	80.510155	176.04358	32.44446	9.403435	173.4271	46.312645	47.45059	0.04824077	47.21592	380.5185	32.440323	32.425743	9.369963	32.12024	8.659627	32.12024	9.502599	9.539816	9.5904045	31.593376	9.309941	46.866066	47.61674	11.464073	47.523087	9.525097	9.402798	60.304726	101.62412	32.12024	32.120747	9.132642	31.885237	7.880974	9.53914	178.05989	10.962861	47.312458	172.65321	32.368248	120.194336	284.7198	9.119136	9.488562	172.63667	374.44873	46.757114	9.265337	9.141917	134.56966	79.97518	138.50108	8.704503	9.563994	9.3030205	57.357998	9.207857	32.441605	9.627138	384.324	9.085651	9.5820465	9.377278	9.353962	32.432114	32.257984	31.753136	390.82224	172.2825	46.59974	0.0	9.602351	9.314228	9.487713	144.478	385.91473	47.302643	9.402466	54.523228	280.01926	9.467562	47.185616	173.30618	32.448925	12.1874
G000417695	23.171871	23.064398	345.93127	13.998225	343.5916	101.13161	46.536053	2.575839	39.03739	23.171007	90.99893	143.04535	23.171026	7.570547	138.75732	38.551434	39.435036	9.721192	39.248096	329.38046	23.175795	23.138481	7.514368	21.796362	7.3416247	21.794704	7.589265	7.6003194	7.623318	22.621977	7.507851	39.025097	39.585655	9.617542	39.541565	7.5882273	7.5563498	43.37863	120.21182	21.796362	21.79646	7.5091195	22.814089	7.536857	7.6150284	144.84927	7.7123456	39.266434	138.06265	22.009995	114.36337	240.24454	7.588916	7.6154537	138.04312	321.27332	31.055288	7.582957	7.5072865	113.82588	69.49711	112.016464	7.3591895	7.6194057	7.5672174	50.31766	7.5307984	23.125164	7.7420173	333.13504	7.555232	7.5254135	7.5334053	7.5042167	23.170544	23.046144	21.710768	339.37033	137.69167	30.910429	9.602351	0.0	7.534043	7.6065435	116.96244	334.68692	39.31797	7.5462117	55.640125	231.95271	7.5825696	39.11467	138.68375	23.181286	6.1746416
G001714575	18.15257	18.083712	349.55023	14.379178	347.03046	107.165565	53.23416	6.240979	32.29069	18.15175	103.27965	149.87466	18.150917	0.0048582223	144.42867	31.835987	32.642616	9.314474	32.597088	333.26672	18.146444	18.12909	0.0068129753	20.667398	0.1543908	20.667633	0.013028627	0.01416927	0.020128274	17.407736	0.0036106168	32.239834	32.84234	2.9292264	32.820694	0.014203749	0.00577353	42.49498	133.51543	20.667398	20.667538	0.08603692	17.63136	0.4022007	0.013971178	151.58963	3.6260924	32.500233	143.78447	20.845377	121.24833	249.33548	0.057377297	0.048851322	143.75879	328.97766	28.072592	0.08037263	0.08478658	123.72164	78.98882	120.157745	0.15070713	0.1620588	0.07961025	57.522358	0.0077700815	18.15132	0.086699195	336.91763	0.017982887	0.023629157	0.005575965	0.0091698	18.14067	18.029518	20.488544	343.14105	143.41168	28.019163	9.314228	7.534043	0.0	0.014047674	125.103	338.47507	32.56549	0.013477457	62.0673	234.19128	0.011501984	32.438004	144.34605	18.160141	1.539354
G000298375	18.110497	18.041231	349.5354	14.566504	347.00836	107.305885	53.75174	6.309299	32.252155	18.10958	104.010895	150.0008	18.108816	0.0076556345	144.53807	31.79674	32.59639	9.486683	32.55273	333.2619	18.10419	18.08554	0.015051605	20.695776	0.17966871	20.695911	0.020210935	0.013555107	0.021440685	17.374853	0.013349109	32.20157	32.80105	2.9351232	32.784317	0.014679092	0.009892545	42.53172	134.55527	20.695776	20.695915	0.100074254	17.598963	0.42444688	0.014337593	151.70648	3.6510568	32.4565	143.8928	20.871881	121.91011	249.41823	0.060182184	0.040093422	143.86714	328.94562	27.99255	0.08243231	0.095047906	123.898155	79.412674	120.29461	0.17224225	0.16044368	0.077244565	57.923977	0.020662867	18.109665	0.07274654	336.90607	0.037395697	0.025502864	0.009936843	0.021015346	18.098515	17.98715	20.520924	343.13632	143.52028	27.935709	9.487713	7.6065435	0.014047674	0.0	125.22619	338.46854	32.52714	0.017910775	62.57104	234.01994	0.016521841	32.401264	144.45549	18.1172	1.5454468
G000751535	93.092125	93.08024	121.4117	169.83241	120.1916	16.56219	58.306946	127.84674	102.54965	93.09559	118.44105	15.766114	93.092255	125.13447	22.426369	101.55284	101.65082	144.61179	100.81732	110.18698	93.11669	93.202484	124.65094	72.772026	125.29834	72.77687	124.46285	124.55714	124.59605	94.2987	124.97068	102.73487	101.41233	116.84712	101.43832	124.58151	125.014496	54.24554	182.64786	72.772026	72.772255	125.19114	93.95443	129.51111	124.5473	15.944245	108.5112	101.84213	22.143248	72.69458	53.232937	62.83247	125.846504	124.78303	22.17213	94.048706	72.53156	125.4764	125.33039	9.861318	29.023537	0.21090332	125.31561	124.35712	125.41366	40.043602	125.15107	92.9117	125.2831	112.8609	125.68221	124.0254	124.921364	124.29965	93.126724	93.201416	73.45741	116.44913	22.118681	72.98906	144.478	116.96244	125.103	125.22619	0.0	114.39875	102.18068	125.01094	78.25311	67.600174	124.615746	101.78755	22.413164	93.10387	112.8271
G001796095	246.40056	246.57175	0.37615323	428.02316	0.42121196	117.30879	272.2184	354.9531	229.14093	246.40193	396.3967	85.61066	246.40237	338.33014	66.75082	229.0496	227.90729	386.1153	226.76932	0.3306237	246.42215	246.58997	337.63992	228.97453	339.48663	228.97258	336.772	336.9151	336.6987	249.35364	338.32538	229.43098	227.26553	317.4231	227.20605	336.9537	338.0971	172.0796	493.36133	228.97453	228.9734	338.3809	248.45369	347.91748	336.91742	84.215614	306.42752	228.1565	67.27172	228.39124	216.63158	55.393116	339.7388	337.4315	67.26423	19.65978	204.47096	338.87543	338.86215	135.57672	212.69177	119.82705	339.45804	335.9689	338.8043	241.56725	338.63937	246.18964	337.37158	0.22470409	339.73227	336.2164	338.08032	337.13782	246.45451	246.86325	230.44315	0.26922843	67.49881	205.1303	385.91473	334.68692	338.47507	338.46854	114.39875	0.0	228.32681	338.07724	294.88745	30.3732	337.11072	228.03038	66.82302	246.40163	314.40308
G000470805	12.77478	12.755437	237.1935	61.933857	235.15701	80.72842	76.53363	43.25192	0.06550613	12.771268	154.5087	110.66923	12.770148	32.472034	93.019394	0.11840635	0.14101718	47.45339	0.13796705	225.46613	12.758759	12.765651	32.398666	16.46705	32.879807	16.467207	31.984371	32.060146	31.950655	12.946701	32.509308	0.063275374	0.08412048	24.44136	0.09218312	32.054607	32.424244	19.763262	201.22781	16.46705	16.466745	32.58867	12.891114	34.62991	32.066547	111.722496	23.133875	0.061552167	92.67334	16.37908	115.953514	191.01082	32.80997	32.20143	92.631226	235.32327	15.207632	32.753796	32.76706	103.03411	86.0985	99.75291	32.876488	31.75074	32.76458	73.487434	32.536488	12.72852	31.986023	227.7533	32.829735	32.00926	32.448666	32.301064	12.766058	12.776482	16.55111	232.89555	92.42345	15.189066	47.302643	39.31797	32.56549	32.52714	102.18068	228.32681	0.0	32.42014	77.65634	154.64589	32.1177	0.04503521	92.94534	12.767639	27.4623
G000687395	18.063906	17.994509	349.13812	14.530612	346.6163	107.06969	53.40302	6.264422	32.145123	18.063011	103.64951	149.6362	18.062407	0.01103845	144.17863	31.691961	32.4919	9.403043	32.44744	332.87204	18.057365	18.040081	0.0103856195	20.555983	0.16367422	20.556053	0.019698566	0.017497795	0.013787859	17.328295	0.013317577	32.09424	32.697536	2.8992536	32.672062	0.017426368	0.008439124	42.316284	134.01405	20.555983	20.556036	0.08996854	17.545382	0.42078966	0.017299302	151.35289	3.5925517	32.35311	143.53421	20.732883	121.46515	248.95221	0.06299519	0.04792007	143.50839	328.53387	27.87304	0.08357649	0.089018114	123.69519	79.04625	120.083954	0.16242571	0.15783928	0.08429289	57.65577	0.015439161	18.063314	0.0851862	336.51627	0.028518572	0.027234592	0.009548049	0.016266013	18.051842	17.942263	20.380312	342.7388	143.1615	27.821003	9.402466	7.5462117	0.013477457	0.017910775	125.01094	338.07724	32.42014	0.0	62.25479	233.74583	0.017183084	32.29454	144.09567	18.070375	1.5327958
G000813665	68.006996	67.98894	306.0493	66.18647	303.58408	86.18002	23.059446	58.645824	77.47944	68.008446	42.390198	116.833	68.00325	62.27815	123.14745	76.59722	77.67924	54.772015	76.90789	290.10245	68.02137	68.07426	62.024696	54.77677	61.111267	54.78226	62.19472	62.369038	62.46434	67.8199	62.035416	77.53589	77.64002	57.079903	77.639565	62.369934	62.235085	66.06533	64.49214	54.77677	54.777958	61.858776	67.83509	61.043365	62.34726	118.479515	53.35529	77.54113	122.498	54.9859	41.286007	216.42647	62.166588	62.28408	122.52023	280.65656	71.02727	62.287582	62.03015	62.757343	38.94164	73.36644	61.203575	62.29075	62.347538	18.754738	61.90414	67.87297	62.96281	293.418	61.92573	62.165	62.138958	61.840176	68.01153	67.89689	54.68922	298.7412	122.278656	71.25866	54.523228	55.640125	62.0673	62.57104	78.25311	294.88745	77.65634	62.25479	0.0	222.75705	62.273445	77.43775	123.032166	68.01077	60.0262
G001464115	163.59447	163.65813	32.7174	316.8759	32.372192	64.48564	194.20006	248.33429	155.29213	163.59602	311.196	44.35314	163.597	233.97992	30.002588	155.21608	154.0686	280.18546	153.30405	28.135141	163.61154	163.7448	233.44162	148.7886	235.40924	148.7891	232.70819	232.78314	232.58414	166.12646	234.0406	155.52489	153.73798	219.90971	153.64687	232.82019	233.78407	103.60416	404.52182	148.7886	148.78732	234.36046	165.46992	243.21947	232.79889	43.323376	209.81276	154.33464	30.243763	148.30833	175.5734	32.305817	235.31093	233.25345	30.24186	23.587608	127.37281	234.62029	234.59045	94.334335	142.19695	71.82365	235.37419	232.29977	234.48953	169.4996	234.35384	163.41006	233.29753	29.407562	235.33699	232.14627	233.78174	233.04938	163.64282	163.92244	150.02586	30.989109	30.351723	127.9514	280.01926	231.95271	234.19128	234.01994	67.600174	30.3732	154.64589	233.74583	222.75705	0.0	232.98529	154.31752	30.058027	163.60799	214.3018
G000270385	17.853405	17.785076	348.15652	14.644224	345.64087	106.69696	53.389282	6.344333	31.846308	17.852575	103.8296	149.19109	17.851812	0.009028291	143.6319	31.393547	32.19236	9.465058	32.146755	331.92194	17.847006	17.830101	0.012046969	20.411037	0.16432294	20.411274	0.0033392855	0.002770238	0.0067698443	17.115606	0.011581502	31.796417	32.394264	2.8720953	32.370304	0.002919907	0.010293261	42.05364	134.39551	20.411037	20.411175	0.093159415	17.3368	0.4421761	0.0031255756	150.89346	3.5906987	32.054646	142.99208	20.58499	121.29109	248.34392	0.06572981	0.04996131	142.96625	327.71402	27.656126	0.08564811	0.092799515	123.33089	78.94372	119.70832	0.16039899	0.14606501	0.084261015	57.572533	0.015527745	17.851269	0.07308233	335.55914	0.029495886	0.01325942	0.011298146	0.0142255705	17.841532	17.731283	20.236599	341.77386	142.62096	27.604332	9.467562	7.5825696	0.011501984	0.016521841	124.615746	337.11072	32.1177	0.017183084	62.273445	232.98529	0.0	31.992414	143.55037	17.860723	1.4806268
G000470825	12.665732	12.647196	236.91599	61.772594	234.86482	80.32819	76.06567	43.026894	0.05874622	12.662118	153.95401	110.229454	12.661096	32.34579	92.64002	0.112084895	0.12867905	47.32903	0.12359994	225.16545	12.649773	12.655477	32.269905	16.21996	32.761494	16.220024	31.859194	31.934647	31.825548	12.8345175	32.381317	0.063735254	0.09159836	24.30669	0.09510365	31.929705	32.296364	19.464706	200.64145	16.21996	16.219635	32.46781	12.77255	34.508705	31.940952	111.28345	22.972582	0.053340703	92.29218	16.133076	115.49126	190.62614	32.691402	32.079357	92.24972	234.96996	14.993868	32.632145	32.64372	102.71609	85.61344	99.35653	32.757767	31.635582	32.641735	73.08571	32.4112	12.619321	31.869072	227.4716	32.702316	31.878752	32.32121	32.174408	12.657266	12.668164	16.299118	232.6034	92.04284	14.967359	47.185616	39.11467	32.438004	32.401264	101.78755	228.03038	0.04503521	32.29454	77.43775	154.31752	31.992414	0.0	92.56541	12.657841	27.362408
G001796235	94.43981	94.45409	72.256714	202.98961	71.41307	17.715008	96.51996	152.20067	93.35475	94.44382	187.5767	13.926892	94.44189	144.31648	0.0033970028	92.97674	92.4856	173.40489	91.76602	63.72014	94.45894	94.54395	143.7952	77.73216	144.92871	77.731186	143.32797	143.41632	143.34326	96.12941	144.21275	93.53377	92.18099	133.73972	92.11387	143.43985	144.11832	48.806477	259.7553	77.73216	77.73169	144.46901	95.617004	150.64087	143.41655	13.976558	124.28987	92.75744	0.011928043	77.451485	86.7703	35.806644	145.37694	143.81482	0.012025984	51.85483	69.811264	144.7727	144.71536	38.559418	60.767014	24.083012	144.93999	142.92209	144.74164	79.53073	144.45436	94.25895	144.23827	65.837	145.15773	142.86073	144.06262	143.47783	94.4762	94.637184	78.55963	68.611015	0.013322438	70.21045	173.30618	138.68375	144.34605	144.45549	22.413164	66.82302	92.94534	144.09567	123.032166	30.058027	143.55037	92.56541	0.0	94.44461	129.00648
G000008745	0.0015494429	0.0067662783	255.90614	42.812748	253.61598	72.187675	57.57102	24.598715	12.672552	0.001559074	127.6386	107.70562	0.0015916278	18.078745	94.48339	12.459405	12.864497	32.49827	12.783747	242.75845	0.001118898	0.003433771	18.024866	12.104766	18.310848	12.102016	17.778938	17.824034	17.778252	0.12944344	18.102571	12.665847	12.996824	13.684844	13.023642	17.810612	18.063911	21.981585	172.32852	12.104766	12.104634	18.157415	0.11542216	19.740719	17.829514	108.76295	13.04483	12.745507	94.00719	12.113748	107.072845	192.57893	18.35686	17.908463	93.978485	245.40308	12.027102	18.194088	18.202692	97.33841	72.217514	89.9417	18.301752	17.511837	18.193941	57.181705	18.164352	0.007924151	17.781843	245.47243	18.354845	17.759405	18.074167	17.917261	0.0011492696	0.0064560105	12.17336	250.89107	93.74242	11.847901	32.448925	23.181286	18.160141	18.1172	93.10387	246.40163	12.767639	18.070375	68.01077	163.60799	17.860723	12.657841	94.44461	0.0	15.265124
G000417845	15.262466	15.181089	325.18817	18.816534	322.7433	95.28222	50.92622	8.364279	27.27707	15.261728	104.483925	134.98859	15.260974	1.54128	129.0826	26.868877	27.580032	12.205638	27.460081	309.432	15.256358	15.234767	1.517231	17.274628	1.7193046	17.273884	1.4611238	1.4731427	1.4709495	14.703844	1.528033	27.234161	27.681234	3.70512	27.674942	1.4699998	1.5256903	35.771343	138.25371	17.274628	17.274822	1.6014168	14.888039	2.4202857	1.480069	136.5894	3.6472917	27.447554	128.46837	17.416794	114.52063	229.51697	1.6420583	1.5413418	128.4442	305.30698	23.545015	1.6363388	1.6261387	112.01223	72.44609	108.34268	1.7182347	1.5967346	1.6231518	53.56895	1.5439084	15.238301	1.5437294	312.92734	1.6065053	1.451876	1.526845	1.5017138	15.253096	15.151935	17.173637	318.9795	128.1175	23.578054	12.1874	6.1746416	1.539354	1.5454468	112.8271	314.40308	27.4623	1.5327958	60.0262	214.3018	1.4806268	27.362408	129.00648	15.265124	0.0
