	G000298555	G001796065	G000270385	G000508065	G001401485	G001796285	G001794895	G001618265	G001625515	G000471025	G000687415	G000024145	G000700905	G000298455	G000493885	G000415685	G000008725	G000687395	G000204175	G000270405	G000700865	G001545115	G000068585	G001007065	G001464115	G000756735	G001736045	G001007125	G000417845	G000298375	G000508025	G001007085	G000338695	G000829755	G001499655	G000174995	G000270425	G000007205	G001466415	G001796095	G001007145	G001794865	G002007725	G000317995	G001714575	G000253035	G000516655	G001401475	G000007605	G001714565	G001796105	G000751535	G000091085	G000211155	G000298515	G001007025	G001714585	G000009945	G000470805	G000204135	G000011565	G000700845	G000191925	G000583875	G000298415	G001007105	G000700925	G000417695	G000008745	G001401455	G000470765	G000011165	G001796275	G000813665	G000092785	G000415565	G001796185	G000298435	G001796255	G001736055	G001794935	G000750955	G000298495	G001625535	G000830965	G001794905	G001796175	G000237205	G000470825	G001897225	G000270445	G001796235	G001563055	G000508005	G000454725
G001794935	147.9494	104.07089	149.62477	176.52457	149.83844	54.3562	54.325714	117.035065	174.63112	170.55783	149.9868	162.73068	165.5865	150.229	139.82584	148.77533	165.33545	149.72995	150.72485	149.3632	165.5648	134.01465	164.56561	163.38441	78.47768	126.531815	149.2707	163.29402	147.24774	150.87323	177.17647	163.37181	153.86841	125.07866	123.14403	166.69156	149.39143	162.98055	177.97105	94.78576	163.3953	54.36327	170.87349	150.69064	149.37729	120.67252	163.45522	147.72865	156.81992	149.08878	98.15691	122.13469	162.98663	149.16933	150.23344	163.3803	148.84528	148.09045	176.32658	177.75974	141.84123	165.5648	150.1133	181.15523	148.25095	163.38344	165.56348	164.94827	163.39677	149.59068	176.79446	162.29216	88.74264	140.94873	114.76927	149.20288	91.60134	150.82938	54.36449	149.1196	0.0	101.53533	153.22128	175.19853	165.57031	94.80821	84.332	101.56906	175.16646	125.62232	149.20306	54.353447	148.98251	176.2692	164.8709
G000750955	156.46857	130.03897	158.024	166.35176	160.57613	126.2433	126.21352	107.029076	164.32014	169.32658	158.93698	157.39006	161.34259	158.85085	147.87532	157.47458	183.91368	158.77066	159.49901	157.97464	161.33447	85.79231	183.36058	160.88664	157.0059	70.37071	157.46713	160.91812	163.36263	159.90913	167.61607	160.88116	164.1849	73.7585	98.02695	161.76392	158.09596	160.54578	168.00331	118.20434	160.91916	126.30066	169.82889	161.48387	157.59464	88.50551	158.16121	156.20857	145.64642	157.59103	121.941574	101.44006	160.70558	157.5382	160.0684	160.93312	157.41809	146.60463	167.09769	167.83934	79.25774	161.33447	159.07126	177.79369	156.17958	160.9147	161.33385	199.5601	160.97476	160.2922	165.63962	159.56622	114.6693	88.09795	104.33241	157.82251	119.087555	161.91827	126.25966	157.64752	101.53533	0.0	156.87918	163.88507	161.39148	170.37096	112.87685	117.01532	165.60191	84.87869	157.835	126.262146	157.60431	166.6903	199.47455
G000298495	1.0600026	175.46011	1.424505	44.843315	1.6326582	168.65428	168.6908	161.6325	44.79866	26.028986	1.4657795	41.276836	53.209915	1.1409478	57.20913	1.3912424	52.917767	1.4519926	1.451695	1.4299424	53.21586	151.93071	52.448353	43.178726	153.64963	159.40019	1.4039689	42.971638	4.445403	1.4539423	45.703186	43.192513	1.2753078	153.67192	163.93896	54.249565	1.4389392	42.63718	44.966892	170.45178	43.26834	168.57228	26.074488	1.6862257	1.4027623	169.00453	40.72665	1.0596815	10.261363	1.410147	169.62769	165.63123	42.614647	1.3862629	1.2946395	43.27459	1.4244981	10.979653	44.499817	45.024563	164.4356	53.21586	1.465878	24.314617	1.0220581	43.26764	53.216225	32.470795	43.225494	1.6783358	44.617767	42.802723	163.63992	158.50491	158.90808	1.4109182	172.34595	1.6609136	168.59305	1.3972106	153.22128	156.87918	0.0	44.03387	53.242756	163.71465	162.941	170.90892	44.554184	157.82278	1.4363174	168.66089	1.405683	45.833805	32.474438
G001625535	44.276005	175.74051	45.219513	0.51486474	44.59679	160.5102	160.5833	160.16545	0.16577457	46.48242	44.951775	36.446648	58.77828	43.90514	57.463135	44.758533	59.23696	44.981686	45.164913	45.1024	58.800327	170.16103	59.29024	36.9129	156.06906	179.22694	44.86641	36.806404	38.822662	45.541718	0.49070227	36.94373	45.486496	165.14973	178.07841	59.46347	45.167145	36.709743	0.5449377	165.64978	36.99584	160.43085	46.104046	45.131306	44.906128	167.15228	36.3043	44.20813	43.040443	44.845123	170.76045	179.28557	36.687206	44.875137	44.799335	37.00384	44.987106	43.783863	0.58903664	0.5259966	179.02913	58.800327	44.991253	50.408108	44.871693	36.99241	58.800632	51.62275	36.956066	44.103092	0.18552275	36.480648	164.016	153.1764	157.95811	44.89884	173.24614	45.14135	160.42409	44.82123	175.19853	163.88507	44.03387	0.0	58.79824	190.7625	164.39183	155.81177	0.55385023	161.86577	45.084618	160.50462	44.800976	0.52938724	51.61024
G000830965	52.82644	170.1412	54.414997	59.34826	53.59816	150.77617	150.81602	147.3412	59.393692	59.94369	54.022182	57.093773	0.00088953297	53.64826	11.710286	53.54322	12.344405	53.894985	54.34792	54.07426	0.00079967873	150.88893	12.622787	59.393627	164.78308	165.3199	53.82362	59.053654	50.140797	54.47529	59.9507	59.418995	55.62712	158.67877	164.15236	0.051228512	54.240055	59.151802	59.83616	159.37735	59.398663	150.68626	59.461735	54.545822	53.85844	156.64636	57.008163	52.73688	53.51747	53.752613	169.09352	163.72833	58.805847	53.713795	54.488667	59.421227	53.906643	43.01384	60.5161	59.511303	152.6295	0.00079967873	54.05354	58.667217	54.132553	59.40374	0.0008005989	49.664368	59.425964	53.391617	59.51426	58.941895	159.80872	175.19316	146.88513	53.7868	168.15155	54.350372	150.69244	53.682312	165.57031	161.39148	53.242756	58.79824	0.0	197.50027	159.92538	156.02304	59.373775	172.0746	54.122536	150.78677	53.726635	60.38804	49.629642
G001794905	161.06143	161.18718	163.13017	192.5368	159.81985	141.79167	141.81964	120.16132	189.4906	145.27022	163.29413	193.23407	197.53984	162.3866	164.98802	162.19212	209.21976	162.93224	164.22954	162.88274	197.58124	172.53387	208.25748	192.5052	123.02159	153.57976	162.71547	192.0989	157.10478	164.66656	192.63348	192.5042	167.56473	197.3103	184.1271	198.7129	163.03389	191.45393	193.16225	165.618	192.55818	141.78557	145.94139	161.28447	162.82236	133.23885	193.68044	160.68982	168.28658	162.56918	160.20671	183.25981	191.60062	162.58789	163.45187	192.55768	162.44722	148.76839	193.23955	192.99203	167.16774	197.58124	163.46043	166.55788	159.6681	192.55843	197.57962	164.79219	192.48651	159.65804	191.33446	191.37585	149.32574	202.16423	117.829895	162.76492	151.16916	161.25217	141.82896	162.86264	94.80821	170.37096	163.71465	190.7625	197.50027	0.0	142.64238	159.2365	192.27094	164.74678	162.80573	141.79317	162.4747	191.82306	164.7271
G001796175	159.41154	2.2120416	161.78946	167.20363	160.70805	99.92557	99.93312	113.825195	164.07816	163.25354	162.07182	162.69742	159.91801	161.84492	149.60281	160.98216	162.30049	161.95709	162.76025	161.61798	159.93506	124.14676	161.26996	164.38745	68.58526	116.8825	161.21455	164.45653	155.03938	163.29556	167.64937	164.37173	165.7491	117.614815	118.3151	161.01595	161.68457	164.3599	167.63359	2.2209675	164.34009	99.959206	163.06929	161.60843	161.34149	128.25117	163.44684	159.15863	167.49347	161.18929	2.2298255	117.281975	164.40778	161.26837	162.71353	164.35555	160.9691	167.73572	167.47964	167.38115	120.038666	159.93506	162.20494	170.7394	161.74559	164.34445	159.93497	164.00636	164.42853	160.06303	166.29747	163.49141	0.37883037	117.326515	113.401405	161.36295	0.4786787	161.89534	99.96521	161.2433	84.332	112.87685	162.941	164.39183	159.92538	142.64238	0.0	108.14166	166.34447	117.73878	161.48363	99.98531	161.12141	166.711	163.94722
G000237205	163.5016	128.36325	166.23686	160.35565	166.01753	85.81138	85.76375	75.063866	156.79898	180.73038	165.95749	140.12149	156.00946	166.07018	159.6621	164.89134	163.5842	165.67123	166.81635	165.5794	156.03018	145.1485	164.07983	142.45386	87.43248	138.3873	165.4052	142.28697	155.24043	166.53899	160.4596	142.45369	170.93163	81.62133	84.514854	156.82297	165.61171	142.17595	161.57419	112.991486	142.43375	85.86492	180.52979	166.47609	165.53455	58.15543	140.69127	163.32465	186.22737	165.08632	122.41174	85.76098	142.23862	165.44176	166.60367	142.44145	164.9858	183.55893	160.94328	161.36395	100.840096	156.03018	166.0175	183.43988	167.58994	142.43681	156.02904	165.86273	142.457	165.56178	158.40001	141.528	111.99277	146.58766	74.63217	165.14613	116.67505	166.82823	85.79931	164.93896	101.56906	117.01532	170.90892	155.81177	156.02304	159.2365	108.14166	0.0	159.99458	91.90993	165.37674	85.86835	164.99731	159.80673	165.83427
G000470825	44.738125	177.71173	45.655598	0.13898481	45.253635	161.04431	161.12248	162.95447	0.5725745	47.531265	45.406967	37.093697	59.350266	44.496845	56.804993	45.229336	59.027397	45.443775	45.59982	45.566517	59.371044	172.08278	59.0835	37.384357	157.7982	181.45412	45.324585	37.276142	39.220924	46.03315	0.22653359	37.41285	46.01057	168.79062	181.2392	60.01497	45.63576	37.186245	0.29780242	167.46336	37.465992	160.96246	47.18757	45.779366	45.36275	171.1119	36.96797	44.67411	43.080227	45.314816	172.65016	182.4402	37.154587	45.334312	45.32049	37.4732	45.45351	43.70058	0.113778286	0.2776067	182.97961	59.371044	45.44831	51.64335	45.405647	37.462166	59.371426	51.854183	37.427277	44.781406	0.6209643	36.95841	165.93195	155.1357	160.745	45.374077	175.2683	45.79006	160.95526	45.28436	175.16646	165.60191	44.554184	0.55385023	59.373775	192.27094	166.34447	159.99458	0.0	165.47046	45.552498	161.03613	45.27348	0.22722906	51.84244
G001897225	155.85439	138.80832	158.84163	166.58049	159.78674	94.07018	94.04233	106.57542	162.76439	132.1494	159.85646	153.41266	172.05145	159.52023	168.7118	158.03398	195.15497	159.61896	160.51945	158.8448	172.07695	84.89667	195.50415	155.94257	109.471664	41.418877	158.36456	155.40039	152.58336	161.38438	167.25246	155.93785	166.31966	27.933718	61.931614	173.1715	158.9588	154.73732	167.12663	126.693085	155.98035	94.14303	132.0348	161.27206	158.55196	33.196117	154.2823	155.39087	158.59569	158.37128	132.80267	64.10478	155.19186	158.41339	161.13882	155.9738	158.02689	156.95993	167.08496	166.87988	44.68227	172.07695	160.03163	142.63142	158.09998	155.97728	172.07649	146.18147	156.01549	159.19704	164.58786	153.56734	121.84431	50.479946	105.05015	158.65489	124.65101	161.5744	94.09109	158.30423	125.62232	84.87869	157.82278	161.86577	172.0746	164.74678	117.73878	91.90993	165.47046	0.0	158.71675	94.099266	158.27885	165.60379	146.1138
G000270445	0.5115203	174.29778	0.015454799	45.84242	0.7376348	161.54532	161.57661	158.65884	45.767525	30.448767	0.02439948	43.09431	54.093136	0.4979207	56.56069	0.013853138	51.966473	0.035740864	0.04740805	0.0025913254	54.0939	154.5889	51.379993	44.8898	147.53574	164.16467	0.014042687	44.62522	2.577355	0.04826971	46.510372	44.9015	0.54449403	154.29184	163.0081	55.110825	0.0023587912	44.344345	46.01692	168.73648	44.979664	161.46251	30.496943	0.6172912	0.014415653	167.95221	42.58799	0.51261216	13.555985	0.007657928	168.54057	164.4552	44.266705	0.014389167	0.18327892	44.987286	0.014579325	14.161217	45.493904	46.082546	168.04713	54.0939	0.025529223	29.850708	0.5977591	44.978954	54.09423	36.331085	44.932716	0.8553139	45.495243	44.42756	162.30368	161.66864	156.03365	0.007017148	171.15623	0.6574421	161.48251	0.015793646	149.20306	157.835	1.4363174	45.084618	54.122536	162.80573	161.48363	165.37674	45.552498	158.71675	0.0	161.54985	0.008083423	46.60482	36.33502
G001796235	161.61864	121.21248	162.30368	162.5304	163.91008	0.0007279786	0.0010026062	138.5192	159.69765	167.56071	162.3986	160.73053	150.84775	165.16748	130.69073	160.98245	158.70396	162.10449	163.63892	161.76497	150.83221	152.22029	158.53964	161.42624	97.74136	130.50967	161.6406	161.06519	149.17506	164.1134	161.99489	161.41928	169.76149	96.99992	118.712296	151.80669	161.81982	161.0404	163.247	102.87729	161.44429	0.00065266434	167.66585	164.73517	161.81287	104.77923	162.13179	161.24402	184.06477	161.41641	117.987526	116.32681	160.98778	161.69292	163.9653	161.42876	161.1857	169.1879	162.94592	162.97241	156.4757	150.83221	162.5863	186.43709	162.34407	161.42917	150.83147	155.39172	161.43948	163.40039	161.42493	159.7327	104.93095	124.62852	136.43637	161.5961	107.72922	165.06796	0.00064667675	161.51237	54.353447	126.262146	168.66089	160.50462	150.78677	141.79317	99.98531	85.86835	161.03613	94.099266	161.54985	0.0	161.29903	160.83958	155.31332
G001563055	0.48826683	173.93631	0.019047717	45.55641	0.68549097	161.2944	161.32585	158.17857	45.486153	30.252419	0.02005475	42.875404	53.69711	0.44605437	56.154205	0.006181222	51.643932	0.025401535	0.03889651	0.008573526	53.69856	154.27881	51.05971	44.67061	147.11172	163.67694	0.0077514565	44.402992	2.4982967	0.05403638	46.230373	44.682415	0.54266787	154.00755	162.71217	54.71838	0.011851882	44.12304	45.737865	168.36865	44.760216	161.21172	30.292774	0.5867093	0.007897715	167.4495	42.370342	0.48692057	13.441767	0.0017119517	168.19421	164.1573	44.043858	0.006653481	0.1784289	44.767906	0.007375801	13.963419	45.21719	45.801888	167.53752	53.69856	0.02126616	29.635124	0.5960983	44.759647	53.698822	35.969704	44.713497	0.8005125	45.223534	44.20586	161.94579	161.28629	155.56929	0.0019072181	170.78445	0.62270296	161.23167	0.0071978117	148.98251	157.60431	1.405683	44.800976	53.726635	162.4747	161.12141	164.99731	45.27348	158.27885	0.008083423	161.29903	0.0	46.32652	35.973576
G000508005	45.848785	178.05319	46.724476	0.22468047	46.378845	160.84691	160.92532	162.2035	0.46056747	47.939827	46.46873	39.150677	60.368298	45.621525	57.762077	46.282555	60.570103	46.506264	46.690823	46.624027	60.38704	172.42839	60.583126	39.375122	157.57391	181.65347	46.37853	39.269604	40.01906	47.11232	0.06807288	39.404392	47.170677	169.12659	181.4244	61.02229	46.68865	39.184814	0.3520459	167.87936	39.459827	160.76686	47.561558	46.896984	46.420033	170.08463	39.035145	45.779102	44.57992	46.37042	173.10638	182.5771	39.14478	46.396175	46.424534	39.46686	46.50636	45.1009	0.24817373	0.34079713	183.08598	60.38704	46.512974	52.71094	46.581825	39.45581	60.387394	53.097008	39.418777	45.897026	0.5190851	38.93329	166.29596	155.2759	159.93282	46.42957	175.65413	46.927242	160.75919	46.34934	176.2692	166.6903	45.833805	0.52938724	60.38804	191.82306	166.711	159.80673	0.22722906	165.60379	46.60482	160.83958	46.32652	0.0	53.085037
G000454725	33.900265	177.35739	36.39345	52.11386	34.805367	155.29282	155.36752	166.73022	52.5059	28.979593	36.297806	44.805233	49.614162	34.84028	58.631336	35.757904	50.254486	36.147354	36.403595	36.297203	49.63478	155.37766	50.86574	45.78126	146.94461	153.55742	36.116493	45.305416	29.27072	36.68434	53.175774	45.789284	36.797867	147.2627	157.53679	50.985752	36.404633	45.010727	51.9217	170.35025	45.813118	155.22295	28.438902	35.684704	36.14824	159.00047	44.500996	33.77693	38.194527	36.02065	174.14088	158.18616	45.00701	36.114548	36.31181	45.813965	35.99349	30.478338	52.244595	51.808662	157.64719	49.63478	36.324707	24.574541	35.506893	45.814312	49.635136	0.0005179059	45.789654	34.681583	53.139206	45.13291	165.37636	152.17436	165.15028	36.073227	173.33649	35.45461	155.22617	35.86761	164.8709	199.47455	32.474438	51.61024	49.629642	164.7271	163.94722	165.83427	51.84244	146.1138	36.33502	155.31332	35.973576	53.085037	0.0
