	G000807855	G000374025	G000390185	G900112255	G000426725	G001592945	G000422585	G000974425	G000265075	G000265505	G000296815	G000277005	G000183425	G001567185	G000701505	G000263195	G001314815	G000429445	G001281695	G001442615	G900129785	G000169175	G900156415	G001078055	G000265405	G001657315	G900112005	G000325705	G000973725	G000374085	G000331535	G000373245	G900100765	G001592935	G001593005	G000473365	G000482465	G001747105	G001647285	G001890965	G900107465	G000812565	G000429425	G001050135	G000014145	G900113045	G000472485	G000429465	G000330725	G001870735	G001267955	G001898575	G001747095	G001483135	G000298295	G000714815	G001611675	G900112365	G900103285	G000429405	G900129725	G900116615	G900115665	G001592965	G900111145	G001683905	G000373265	G000295935	G000222485	G900142205	G000379765	G000566685	G900116885	G000428845	G000331105	G000166275	G000737515	G001306455	G000423565	G000024525	G000166395	G000427295	G000427405	G000473765	G000381545	G000430505	G000346615	G000715495	G000382225	G000383955	G000972495	G000023125	G000348925	G000379725	G000801315	G000374065
G000166395	118.50553	89.380974	125.248276	102.25593	104.243965	120.45065	117.181816	91.289246	133.10686	119.90985	83.73874	110.12909	117.74132	122.16865	91.19697	55.26792	137.91544	135.57043	102.3703	130.63899	124.687935	106.52011	109.69766	115.116516	122.87336	115.06841	122.07272	121.26488	109.55795	92.981575	113.3968	125.29321	106.67923	120.90294	118.09417	107.22989	80.75505	125.70321	107.08074	103.85061	123.66663	117.16099	121.68671	128.21593	114.368675	104.82494	113.90801	138.4283	135.84322	85.15278	117.222084	96.1994	121.351555	114.86149	125.165855	119.68292	109.846825	87.88975	80.689095	132.94144	117.654305	124.51974	79.51345	111.81866	124.76381	117.00112	107.85437	123.18858	117.40332	116.56182	113.304665	83.59296	112.16459	91.20041	90.71922	127.64757	116.2298	50.062317	80.60684	88.70778	0.0	140.36423	81.98096	126.82794	124.58029	104.2523	114.92989	119.916885	122.7746	87.5148	124.066444	86.798515	116.84947	109.59255	117.77104	94.24666
G000427295	117.07954	129.9094	41.53999	108.23935	113.30032	93.905464	119.29713	122.61895	65.20704	120.72667	123.94646	122.07734	90.027084	105.95549	131.62267	122.65598	69.85723	63.753117	114.363785	63.21497	60.789036	117.22446	112.74516	117.171	56.958447	94.99482	62.71407	52.211037	117.89852	139.84721	92.521355	57.32041	117.43168	87.74967	94.376816	116.608696	117.47705	96.59703	113.17907	106.94961	59.82393	114.48271	66.57115	10.452692	122.15314	109.90928	114.76071	56.500195	63.62186	126.91873	93.75618	126.98011	91.50717	124.45078	56.053783	56.301044	118.7484	130.35304	121.918724	66.945656	103.009445	61.793	116.087135	102.791214	93.49446	85.70098	112.29051	58.63255	14.543556	93.29911	103.51136	125.27483	121.937744	128.87811	132.7022	59.78248	127.58166	134.68338	125.64041	131.38638	140.36423	0.0	118.218735	57.06937	57.88825	121.26631	90.83829	130.1307	136.25795	127.445366	127.688255	128.00711	98.62688	118.36075	129.5086	128.9131
G000427405	109.08379	70.23334	119.731445	88.78623	96.34734	110.90707	109.21356	77.50668	125.602875	108.976685	67.700134	100.97709	106.043015	114.09843	74.60955	63.687714	126.85486	121.47114	88.64434	112.81122	123.83806	94.72705	94.512726	102.006905	115.90536	102.38346	116.42459	112.848885	99.76144	78.300476	96.89669	114.36864	96.747375	111.669785	104.31593	97.35384	64.09618	106.32866	98.9103	93.76765	112.81582	110.074715	114.8183	113.25262	100.1382	95.789635	97.150925	119.92284	112.10353	64.12674	107.13718	67.83548	112.312035	103.87889	114.19367	118.39281	97.396774	73.226524	51.579735	124.56231	105.09828	115.84407	26.064096	110.57741	108.717636	101.26972	94.5036	108.466225	115.08058	109.37094	105.47671	70.66862	99.1521	75.05195	72.71842	119.36568	104.1896	80.319664	63.72863	73.35087	81.98096	118.218735	0.0	113.49482	112.63476	93.533806	101.94945	107.53486	115.584236	68.046936	111.117874	68.9223	105.39336	106.11016	107.25402	75.93176
G000473765	107.604675	120.95655	52.63748	101.63239	106.594124	87.64066	113.96944	125.25744	53.633793	111.24327	118.89061	110.22583	82.18352	95.137314	123.6968	109.91432	49.093586	46.994015	105.01549	45.47832	42.676445	108.16747	105.69281	112.9743	26.316809	88.246254	47.70192	47.650593	110.50399	124.29117	84.52564	50.667263	108.735916	83.871445	85.58468	109.52264	116.594154	88.44495	106.57199	108.6923	1.1083407	106.65575	42.63231	56.125263	111.77589	102.21421	109.777565	41.09994	36.076523	114.16654	87.48401	123.237175	88.96554	117.171745	33.16495	48.218544	109.176926	123.22047	116.647606	48.55264	93.839806	46.29249	113.80519	89.45882	91.3101	86.42635	109.215454	31.228971	54.90831	85.54066	93.31637	120.92306	110.89608	122.59629	125.05374	43.2937	120.5491	123.16261	114.90156	126.58001	126.82794	57.06937	113.49482	0.0	0.27859822	111.32224	84.5268	123.01305	124.45517	120.06211	126.85468	120.57013	92.095894	112.373856	118.41774	125.516975
G000381545	107.665306	120.72024	52.467438	102.08629	104.63859	87.83456	113.08704	125.087616	53.71933	110.710205	118.42587	108.965836	81.94875	95.56125	121.963234	108.023994	48.47591	46.652077	105.42377	45.12363	43.395504	107.1279	105.09046	111.958496	25.85176	88.22781	47.187725	48.507034	109.27097	124.16342	84.04406	51.58328	108.07632	83.73914	85.11513	108.9302	114.563866	87.86272	105.64981	109.10886	0.31584927	106.598236	42.000103	55.73525	110.94915	101.45182	108.46269	41.978596	36.532608	112.85137	86.90741	122.59781	88.78415	116.792305	34.29464	48.331528	108.66812	122.798965	115.26092	48.094185	94.40663	45.811127	112.86527	88.63865	89.97816	86.62735	108.9512	31.449759	54.072662	85.541595	92.6474	118.92002	110.439156	120.89623	124.692154	43.59175	119.61303	122.54722	112.50676	125.28109	124.58029	57.88825	112.63476	0.27859822	0.0	111.40326	85.09919	121.8931	123.73596	119.32479	125.698975	119.3475	91.62942	111.17643	118.15818	125.24832
G000430505	106.229454	102.12391	111.8936	87.1259	91.59707	105.28639	105.122314	102.81558	116.82863	104.648735	96.44779	98.93836	98.5668	107.62206	104.915276	92.708176	122.591835	114.148346	75.89028	116.1106	111.45273	65.41013	96.15348	99.110016	109.89694	104.428566	119.13822	105.91166	94.66589	107.02975	95.53971	110.541046	94.83453	103.01403	104.28448	96.98612	96.591064	108.96428	94.45449	64.09388	112.1737	110.64527	113.77984	117.98552	97.08711	96.12737	94.93612	112.93434	109.843185	92.61753	104.63831	105.26103	101.896614	100.78358	109.09814	113.29285	96.70903	104.89066	95.1813	114.249405	104.24457	118.886284	91.83625	105.98683	108.698326	104.08948	92.21401	104.200134	112.55592	107.49345	94.678444	100.9428	98.45437	102.0103	102.54459	110.78517	105.955124	105.55373	92.78799	106.60999	104.2523	121.26631	93.533806	111.32224	111.40326	0.0	98.723694	109.27698	109.79917	99.470764	102.45503	101.34202	101.377625	99.173904	102.79615	106.87896
G000346615	97.427795	107.968994	90.02676	88.90613	90.66613	79.98354	101.17243	114.708435	91.63492	98.88153	107.14014	105.43385	77.076775	78.86421	110.720055	100.93901	92.46946	91.49786	97.16894	91.734764	84.54637	97.14421	98.67189	105.96427	87.30588	71.753746	95.83269	79.66618	94.66935	109.86205	68.980255	86.23568	94.9521	78.274796	80.0901	96.994026	99.94855	86.839714	95.61169	96.77471	85.728584	94.49962	89.47993	94.07527	99.72816	88.69267	95.92908	85.43709	88.909134	102.415924	82.83306	108.701706	83.23397	106.159874	85.09759	88.98882	101.12284	115.220314	100.02514	90.3672	77.86314	93.17812	100.61547	78.435135	84.613396	56.855145	95.355415	84.85077	91.51479	83.169754	86.02428	108.43192	102.45204	113.899864	112.87987	86.01415	109.75952	111.11285	101.99273	112.302376	114.92989	90.83829	101.94945	84.5268	85.09919	98.723694	0.0	111.42412	109.48076	108.37705	112.44136	106.84182	41.142044	103.386345	104.60632	109.96734
G000715495	119.41849	119.04847	127.8057	91.744	94.54189	118.34359	116.6095	115.237946	128.83504	113.98782	119.00831	74.30067	115.4349	119.089264	120.80601	108.19967	129.07315	128.93985	99.629234	129.29778	126.103676	104.82744	70.39639	76.36763	122.96924	112.61931	128.2704	117.946266	74.761	120.35959	109.196815	123.967735	93.4043	114.88426	116.41173	73.37196	109.11468	116.3929	75.27926	106.06124	121.94082	120.70764	124.6288	127.17515	100.812706	106.54302	72.292435	123.30678	125.498726	108.84451	115.58573	117.42058	116.83401	38.140266	123.54848	117.68007	72.814674	116.92406	112.77516	125.19362	115.35399	128.41692	106.05533	119.38562	116.15165	116.231735	73.23116	119.50289	125.26119	121.97667	110.99247	115.914185	74.85803	118.424255	118.54791	126.14072	33.565243	115.59194	107.06114	121.62338	119.916885	130.1307	107.53486	123.01305	121.8931	109.27698	111.42412	0.0	39.608566	111.552505	12.415349	112.26783	114.14172	104.439476	31.68939	115.15364
G000382225	120.04044	119.69811	129.76808	96.68551	97.38247	120.0007	120.74958	121.39579	136.86588	114.107796	115.38826	78.1291	120.91194	124.494	120.72101	108.80353	135.81166	128.83209	105.01576	128.8509	127.6004	111.296745	75.83297	80.43629	124.10362	119.34309	131.51836	123.83842	79.31935	124.8591	109.45897	128.89139	106.09275	118.11081	116.194885	72.99165	114.27383	121.20339	79.65454	108.414085	123.86446	123.176346	128.28148	134.47293	106.87389	107.09896	76.92007	129.20255	130.62328	112.525795	119.15278	118.96994	117.83737	42.5713	126.41337	120.15273	76.38383	125.079315	116.24263	131.08447	127.78912	128.7114	110.9416	121.08413	124.81141	114.51929	75.53968	123.71104	131.84216	121.68612	116.14353	118.22993	77.64458	120.76611	119.61387	128.2068	24.224005	123.64352	115.43256	120.62909	122.7746	136.25795	115.584236	124.45517	123.73596	109.79917	109.48076	39.608566	0.0	111.673004	41.584454	117.478645	118.470604	106.51885	28.53322	125.30925
G000383955	114.00259	33.298077	116.9899	92.203	96.8653	114.82537	114.60076	37.360367	129.28871	113.496506	29.540583	106.08549	106.76872	112.82639	70.4004	71.17996	124.11057	124.26276	93.031555	122.59682	124.90536	100.98046	102.15598	103.970146	115.75109	108.933365	124.804504	120.77666	106.922134	40.34122	103.30272	120.25237	99.4705	112.6003	108.75849	105.97736	60.7166	114.2314	103.36988	100.41704	119.53663	118.98388	121.32714	123.072365	108.42682	103.23283	101.43008	120.40919	121.86218	33.173737	112.36852	35.83611	113.35532	104.277016	122.3603	120.54726	104.17745	37.87599	71.85738	121.79966	118.42158	125.78579	66.824455	116.34482	115.280106	111.396095	104.634705	119.484314	119.22959	114.96908	106.66887	66.32275	106.63136	70.76243	28.685867	118.46955	116.24434	84.21964	62.440292	37.17154	87.5148	127.445366	68.046936	120.06211	119.32479	99.470764	108.37705	111.552505	111.673004	0.0	113.19169	65.60154	111.614685	107.164894	111.308014	36.927162
G000972495	122.190216	119.472725	126.89849	97.93068	94.070885	120.306656	117.177505	114.58412	126.26345	114.38141	115.60109	77.01967	106.81165	124.26408	119.23026	104.64152	128.05392	127.874695	102.100395	127.55854	124.09731	108.03809	71.12883	78.419174	121.88374	111.39436	127.677635	117.2447	72.16781	122.561195	106.02854	121.50038	93.08105	114.28219	117.98372	71.2935	109.933334	120.63984	70.09238	108.123955	125.78827	118.54282	124.91194	125.9435	102.904045	104.26765	74.848976	123.903885	124.84152	112.41335	117.829216	116.06773	115.29133	37.894337	124.0401	123.10527	74.53354	116.82605	112.18297	122.45309	117.60501	128.7313	110.52458	117.82611	115.18295	120.478226	70.98118	120.54112	121.93893	120.41375	110.23602	112.021126	77.08558	119.748825	118.77534	130.63344	34.575382	122.78747	107.949455	120.29176	124.066444	127.688255	111.117874	126.85468	125.698975	102.45503	112.44136	12.415349	41.584454	113.19169	0.0	114.441574	120.1783	102.567154	31.074621	112.46171
G000023125	113.92262	66.94201	124.02419	97.03987	102.98469	118.261955	115.78534	75.36375	121.83867	115.60493	68.40848	105.02989	108.95843	117.74422	16.924963	73.02363	129.03983	127.116714	94.55588	126.726	120.18217	102.73012	104.540665	107.06477	121.301285	111.33627	125.65324	116.25532	106.885315	74.32791	110.368355	116.51008	99.42833	114.18943	110.73523	104.82387	52.319992	116.24872	106.519066	99.58965	119.436516	115.736664	124.736305	122.669014	107.820145	102.11595	105.413704	120.01106	117.69844	60.58237	113.600464	67.82941	114.09245	108.321045	121.27326	112.84602	102.876595	71.37827	69.70598	126.46899	110.50323	129.3813	69.92318	114.91865	113.63822	113.81062	106.57214	117.65427	125.483986	114.27625	104.45187	27.71817	105.26665	16.523497	69.5012	124.169205	115.45166	84.099464	54.468063	71.62142	86.798515	128.00711	68.9223	120.57013	119.3475	101.34202	106.84182	112.26783	117.478645	65.60154	114.441574	0.0	114.36703	109.36951	110.123085	73.67598
G000348925	101.81478	111.50223	94.20215	96.47042	100.45483	87.84003	108.58002	119.059166	99.63509	108.89718	109.64705	106.29868	82.62309	85.370895	116.178665	103.971954	100.47609	95.202065	101.64132	95.76257	93.367065	101.31685	100.363945	103.72009	88.5883	76.24802	97.62143	89.27116	105.42929	120.800514	74.917206	94.50023	101.676895	85.24645	87.641426	106.59319	106.448685	87.36581	105.27007	103.40997	91.77572	102.844444	94.22107	99.40922	105.19949	95.58131	98.87112	90.51763	95.14358	106.6654	87.61907	116.629395	86.55031	110.63638	89.72065	89.125694	104.85918	117.68185	110.97642	99.428024	84.32373	95.853195	107.06205	86.66874	87.15291	66.425995	104.251114	90.83855	95.557594	89.87699	91.693275	113.19157	106.45792	117.25486	116.91708	95.84173	113.74668	120.86129	106.473404	117.90246	116.84947	98.62688	105.39336	92.095894	91.62942	101.377625	41.142044	114.14172	118.470604	111.614685	120.1783	114.36703	0.0	107.7189	103.89322	119.729126
G000379725	110.46327	107.3911	116.7564	80.16289	53.405373	110.06357	109.06332	113.272446	125.10891	107.22327	104.6477	91.42627	102.81377	109.03967	111.28594	93.92716	122.65564	120.4678	94.97844	119.44967	109.651085	98.73584	88.30337	96.26509	113.566315	102.834114	117.32274	113.188194	89.83494	117.463326	102.21558	117.65406	83.074455	106.56321	109.68196	93.427635	103.158424	114.296135	91.11737	93.44324	111.086975	108.144005	118.797874	117.23943	12.063758	97.3734	90.43419	114.5193	118.15854	102.78335	105.89454	107.12993	108.23699	99.310425	117.37912	116.76446	90.67078	113.74672	105.56915	113.85863	109.05199	117.57707	104.67935	111.11534	108.804184	101.95163	88.3134	116.0463	113.923256	107.69859	104.16178	105.79329	92.25213	110.23692	111.76905	121.903435	97.73265	114.49485	106.23655	114.66223	109.59255	118.36075	106.11016	112.373856	111.17643	99.173904	103.386345	104.439476	106.51885	107.164894	102.567154	109.36951	107.7189	0.0	101.102036	116.22122
G000801315	114.18564	112.42603	118.895035	87.05118	93.04607	111.94257	113.89474	114.41762	125.887764	112.66674	107.50059	71.0792	109.66784	112.979996	112.98472	104.57164	127.35774	124.0644	96.75467	124.67328	119.97015	106.16825	65.40257	69.26784	115.7759	106.59416	122.079956	116.05296	71.45024	113.4578	106.535995	117.262276	95.24146	108.28658	107.94499	66.752174	107.372536	114.21332	70.162865	99.97383	118.80305	112.236206	118.802734	127.05676	98.3983	101.13566	67.22093	117.074104	117.83052	103.64239	110.6094	111.73616	112.39555	33.120472	117.19972	114.65036	68.32511	112.29392	104.18966	122.49739	119.90947	121.04776	102.73395	115.517395	115.99924	105.73352	68.11897	112.90467	126.97308	117.12715	108.693214	111.28997	69.96632	112.12354	115.821465	122.83991	21.015448	117.78257	105.55455	117.99482	117.77104	129.5086	107.25402	118.41774	118.15818	102.79615	104.60632	31.68939	28.53322	111.308014	31.074621	110.123085	103.89322	101.102036	0.0	109.575615
G000374065	121.74548	22.23472	120.0431	104.978584	110.54798	125.43596	121.75447	19.922176	133.74141	120.79724	28.030355	116.32474	112.98664	116.24257	75.36471	76.58385	135.67201	136.272	102.264496	125.418594	129.87	105.12593	108.91334	111.80912	124.72804	115.44574	131.33469	121.27887	112.50431	7.2309628	112.667816	126.87239	105.37438	119.052734	120.399956	110.394226	65.314575	128.01924	109.7402	101.73299	125.90568	118.77881	133.10442	129.28479	112.88895	109.56324	113.38345	127.09368	129.84149	40.495613	124.78335	21.713173	123.60386	113.76509	126.32409	125.91599	109.24071	19.772293	76.631355	130.1909	124.88636	130.39235	72.05673	125.53061	123.51526	120.625404	104.55106	124.87223	130.18535	121.879196	113.6272	73.73549	111.8308	74.06437	43.311214	131.94008	121.29095	94.973015	67.62227	21.004822	94.24666	128.9131	75.93176	125.516975	125.24832	106.87896	109.96734	115.15364	125.30925	36.927162	112.46171	73.67598	119.729126	116.22122	109.575615	0.0
